id,id,text,product,sentiment,is_google,is_apple,has_sentiment,pos_sentiment
3796,3796.0,"Hey @mention why not roll a tractor trailer or 2, full of iPads into SXSW, I bet you would sell the entire inventory out! justsaying",iPad,positive,0.0,1.0,1.0,1.0
3800,3800.0,Hey @mention your app won't download from the Android app market. Just a heads up SXSW,Android App,negative,1.0,0.0,1.0,0.0
3801,3801.0,Good session! RT @mention 2 years of time saved every day by people qho use google maps &quot;route around&quot; feature sxsw,Google,positive,1.0,0.0,1.0,1.0
3804,3804.0,Domo for iOS and Android just got released! @mention domo tonchidot boom sxsw,Android App,positive,1.0,0.0,1.0,1.0
3805,3805.0,"Getting hip to new Android apps in preparation for Hangover3, also known as SXSW. @mention @mention and @mention apps rock my socks :)",Android App,positive,1.0,0.0,1.0,1.0
3808,3808.0,ZOMG its iPad 2 :p RT @mention Look everyone! Zomg @mention got an iPad 2 on the first day! sxsw {link},iPad,positive,0.0,1.0,1.0,1.0
3813,3813.0,Win free ipad 2 from webdoc.com sxsw RT,iPad,positive,0.0,1.0,1.0,1.0
3814,3814.0,Win free iPad 2 from webdoc.com sxsw RT,iPad,positive,0.0,1.0,1.0,1.0
3815,3815.0,"Git yer iPad 2 here! Before It Even Begins, Apple WinsåÊSXSW {link} via @mention",Apple,positive,0.0,1.0,1.0,1.0
3817,3817.0,Guy with iPad 2 taking photos of @mention slides. Awkward! sxsw,iPad,negative,0.0,1.0,1.0,0.0
3818,3818.0,I heart iPad 2. {link} SXSW,iPad,positive,0.0,1.0,1.0,1.0
3819,3819.0,"@mention iPad app getting panned for design trumping content, and rightfully so. SXSW",iPad or iPhone App,negative,0.0,1.0,1.0,0.0
3822,3822.0,Using an IPad for a set list SXSW band,iPad,positive,0.0,1.0,1.0,1.0
3823,3823.0,Using an IPad for a set list! SXSW band,iPad,positive,0.0,1.0,1.0,1.0
3827,3827.0,"What? no iPad? RT @mention Decision not 2 lug laptop 2 Sxsw I feel like I'm missing my right arm. Or left arm, since I'm a southpaw",iPad,positive,0.0,1.0,1.0,1.0
3830,3830.0,Line for iPads at SXSW. Doesn't look too bad! (I waited 6.5 hours for an iPhone 4).,iPad,positive,0.0,1.0,1.0,1.0
3833,3833.0,@mention iPhone app = awesome! Lineup = amazing! Really looking forward to hanging out with you guys at SXSW for @mention,iPad or iPhone App,positive,0.0,1.0,1.0,1.0
3834,3834.0,"@mention iPhone app is leading the pack, but android (blue) users s are growing sxswmobileapps sxsw {link}",iPad or iPhone App,positive,0.0,1.0,1.0,1.0
3838,3838.0,Fuck the iphone! RT @mention New UberSocial for iPhone now in the App Store includes UberGuide to SXSW ... {link},iPhone,negative,0.0,1.0,1.0,0.0
3839,3839.0,awesome: iphones etc on at&amp;t and wifi frozen at sxsw but  tmobile teathering on my Android G2 works like a charm,Android,positive,1.0,0.0,1.0,1.0
3843,3843.0,most inspiring and down to heart session about iphone app design so far! Thanks @mention sxsw,iPad or iPhone App,positive,0.0,1.0,1.0,1.0
3850,3850.0,@mention is about to talk about the mistakes he made building Netflix for the iPhone. SXSW netflixiphone,iPad or iPhone App,negative,0.0,1.0,1.0,0.0
3853,3853.0,Go get this app @mention fast :) RT @mention New UberSocial for iPhone now in the App Store includes UberGuide to SXSW,iPad or iPhone App,positive,0.0,1.0,1.0,1.0
3858,3858.0,Who else is excited for SXSW and the possibility of Google Circles? Is anybody in Austin who can give us an update? $GOOG,Other Google product or service,positive,1.0,0.0,1.0,1.0
3864,3864.0,@mention is looking a lot better on the iPhone now. Good to see the occasional tweet from SXSW too,iPhone,positive,0.0,1.0,1.0,1.0
3865,3865.0,"My row this morning two people hand writing notes, one person on a Blackberry and me on a pc - proof Apple isn't a monopoly at sxsw",Apple,negative,0.0,1.0,1.0,0.0
3866,3866.0,@mention is my favorite iphone app at the moment-it makes me feel creative!  I'm planning on using it at SXSW! {link},iPad or iPhone App,positive,0.0,1.0,1.0,1.0
3867,3867.0,Discovr is now available on iPhone. Thanks SXSW!,iPad or iPhone App,positive,0.0,1.0,1.0,1.0
3868,3868.0,iPad 2 - is now available for online ordering. Go get urs. :-) Sxsw,iPad,positive,0.0,1.0,1.0,1.0
3870,3870.0,This kid is ready for SXSW.  Backpack and iPad... What more does one need?  &quot;Come on mommy let's go to Austin!&quot;,iPad,positive,0.0,1.0,1.0,1.0
3877,3877.0,"The iPad is the device of the moment, wireless power is the next essential technology, and the API is king. sxsw",iPad,positive,0.0,1.0,1.0,1.0
3882,3882.0,How Cool is this! Apple opening a temporary store for the iPad2 launch and SXSW {link},Apple,positive,0.0,1.0,1.0,1.0
3883,3883.0,"@mention is working on an tablet/iPad app! No demo yet, but they are excited. sxsw sxswmobileapps AccessSXSW",iPad or iPhone App,positive,0.0,1.0,1.0,1.0
3884,3884.0,"Loving this! Hello, Holler Gram for iPad {link} via @mention SXSW",iPad or iPhone App,positive,0.0,1.0,1.0,1.0
3887,3887.0,Many publishers' iPad content enhancements are like th worst David Foster Wallace footnotes- kinda interesting but mostly irrelevant. sxsw,iPad or iPhone App,negative,0.0,1.0,1.0,0.0
3888,3888.0,"The fiendishly clever pop up Apple Store, now selling iPad 2s! sxsw @mention Apple Store, SXSW {link} photo",iPad,positive,0.0,1.0,1.0,1.0
3889,3889.0,iPhone crisis at sxsw Phone is stuck on silver logo screen. Has been for last 15 minutes. Help?,iPhone,negative,0.0,1.0,1.0,0.0
3895,3895.0,Must. Resist. Buying a iPad2 @mention SXSW. Really want a notionink adam instead... but apple have a store for the launch in SXSW :/,iPad,positive,0.0,1.0,1.0,1.0
3899,3899.0,The exhibit hall is open at SXSW! Visit EMC for a chance to win an iPad 2! @mention,iPad,positive,0.0,1.0,1.0,1.0
3903,3903.0,"@mention it is a good question &amp; for most brands, the answer is probably no! Except apple of course..maybe Netflix too?. SxSW",Apple,positive,0.0,1.0,1.0,1.0
3906,3906.0,Gotta admit this Apple Pop-up shop thing at sxsw is pretty brilliant. So someone at AAPL knows what they're doing,Apple,positive,0.0,1.0,1.0,1.0
3907,3907.0,"I cant wait to give the SAMSUNG people a demo of my horrible, terrible Google Nexus S phone at sxsw",Google,negative,1.0,0.0,1.0,0.0
3908,3908.0,"And now, it won't pull from website to iPhone. Awesome. Glad I wasted that time. festivalgenius notsomuch sxsw",iPhone,negative,0.0,1.0,1.0,0.0
3909,3909.0,You said it!  Even better 2 have iPhone w/Verizon! Revenge 4 yrs of ridicule! RT @mention Very glad to be a verizon customer! sxsw,iPhone,positive,0.0,1.0,1.0,1.0
3910,3910.0,They did it! Unlisted Apple Store suddenly appears on the corner of 6th &amp; Congress! apple iPad SXSW {link},Apple,positive,0.0,1.0,1.0,1.0
3913,3913.0,@mention It's crazy here! Loving it. Never seen so many Apple products &amp; thick rimmed glasses in one place. sxsw,Apple,positive,0.0,1.0,1.0,1.0
3914,3914.0,@mention It's the next step of Google becoming Skynet. SXSW,Google,negative,1.0,0.0,1.0,0.0
3916,3916.0,We're excited to be at sxsw and giddy to announce that Music WithMe for Android is now available in Android Market. {link},Android App,positive,1.0,0.0,1.0,1.0
3919,3919.0,Hanging with @mention checking out her awesome new iPhone app Ask Around SXSW (@mention Six Lounge w/ 10 others) {link},iPad or iPhone App,positive,0.0,1.0,1.0,1.0
3927,3927.0,"Playing with my fave new iPhone app, @mention Wow, this will rock at SXSW next week!",iPad or iPhone App,positive,0.0,1.0,1.0,1.0
3929,3929.0,keep up with new on Japan quake from iPhone at SXSW - NHK World TV Live  {link},iPhone,positive,0.0,1.0,1.0,1.0
3930,3930.0,Filming with the iPad is so much cooler than a lame iPhone... sxsw (at @mention live show)  {link},iPad,positive,0.0,1.0,1.0,1.0
3931,3931.0,Playing with the iPad 2. In black and white. sxsw {link},iPad,positive,0.0,1.0,1.0,1.0
3934,3934.0,Mayer admits that Google needs to step up one-to-one customer service. Would set an amazing precedent! sxsw fh,Google,positive,1.0,0.0,1.0,1.0
3935,3935.0,Maybe a little too excited about seeing the bear-creatures from that iPhone vs Evo video. Er. Priorities: I has them. sxsw,iPhone,positive,0.0,1.0,1.0,1.0
3938,3938.0,"My exclusive Apple iPad 2 Review: More of the Same, but Still Better Than the Rest {link} bnet biz ipad2 apple sxsw ipad",iPad,positive,0.0,1.0,1.0,1.0
3944,3944.0,"They're giving away iPad 2's, x boxes and books at @mention sxsw techenvy",iPad,positive,0.0,1.0,1.0,1.0
3945,3945.0,The Netflix iPhone app was built to a &quot;ridiculous deadline&quot;. Big mistake on the tech's part to agree to it sxsw,iPad or iPhone App,negative,0.0,1.0,1.0,0.0
3947,3947.0,Just met Jared at the Android meetup sxsw. Big Android fan!  {link},Android,positive,1.0,0.0,1.0,1.0
3949,3949.0,@mention jealous! I love both apple stores and sxsw!,Apple,positive,0.0,1.0,1.0,1.0
3950,3950.0,Really enjoying the changes in Gowalla 3.0 for Android! Looking forward to seeing what else they &amp; Foursquare have up their sleeves at SXSW,Android App,positive,1.0,0.0,1.0,1.0
3951,3951.0,Google's JS implementation of PAC-Man's game logic is really cool to see-really neat that the original game code was recreated in JS sxsw,Google,positive,1.0,0.0,1.0,1.0
3954,3954.0,@mention just checking out the  iPhone app. Very nice - Check it out at {link} have fun at sxsw,iPad or iPhone App,positive,0.0,1.0,1.0,1.0
3956,3956.0,@mention just gave a great 15 minute preso on designing for android! mccannsxsw SXSW,Android,positive,1.0,0.0,1.0,1.0
3958,3958.0,@mention just got me an iPad from SXSW Apple Store.  Thank you SO much!!!!,iPad,positive,0.0,1.0,1.0,1.0
3959,3959.0,@mention Just got my SXSW Go iphone App! {link},iPad or iPhone App,positive,0.0,1.0,1.0,1.0
3960,3960.0,@mention just saw you at lax I'm heading to Sxsw  If you or your wife have an iPhone or iPad download my app Freespeech @mention,iPad or iPhone App,positive,0.0,1.0,1.0,1.0
3961,3961.0,@mention Just started using the Android app. Totally killer service and I think you'll be huge at SXSW! Hope your servers are ready. ;),Android App,positive,1.0,0.0,1.0,1.0
3962,3962.0,"SXSW is just starting, CTIA is around the corner and googleio is only a hop skip and a jump from there, good time to be an android fan",Android,positive,1.0,0.0,1.0,1.0
3963,3963.0,@mention Just synced my iPad2 and full of Apple joy SXSW ;),iPad,positive,0.0,1.0,1.0,1.0
3964,3964.0,@mention Just won an HTML5 t-shirt from google for saying that EaselJS is my favorite canvas library at sxsw. Thanks brah!,Google,positive,1.0,0.0,1.0,1.0
3966,3966.0,great talk about the Google Doodles and in the end they hand out printed signed doodles SXSW  {link},Google,positive,1.0,0.0,1.0,1.0
3968,3968.0,"Weinschenk at bankinnovation: next battle for this is going to happen with apple, google, verizon, att. Great point. Totally agree. sxsw",Google,positive,1.0,0.0,1.0,1.0
3973,3973.0,32gb black at&amp;t in stock!! Yes!! SXSW iPad2 Austin apple,iPad,positive,0.0,1.0,1.0,1.0
3974,3974.0,sxsw talk by @mention on iPad design had great examples and insights picking up my copy of his book now {link},iPad,positive,0.0,1.0,1.0,1.0
3977,3977.0,Great talk from @mention on designing good tapworthy iPad apps. I may actually pick up the book sxsw,iPad or iPhone App,positive,0.0,1.0,1.0,1.0
3978,3978.0,Hollrback is being released at SXSW! iPhone users can grab the app at Hollrback.com @mention,iPad or iPhone App,positive,0.0,1.0,1.0,1.0
3981,3981.0,First talk of the day : iPad design headaches. SXSW,iPad,negative,0.0,1.0,1.0,0.0
3983,3983.0,Great talk on using game mechanics to get user engagement @mention from google rocked it. sxsw,Google,positive,1.0,0.0,1.0,1.0
3986,3986.0,"Tech Check podcast -- South By Southwest, Android passes BlackBerry, a big Twitter fail -- {link} sxsw cnn",Android,positive,1.0,0.0,1.0,1.0
3987,3987.0,"A two-week pop-up Apple store in downtown Austin, just in time for SXSW and iPad2. Very cool.",iPad,positive,0.0,1.0,1.0,1.0
3988,3988.0,First book purchased for the new iPad? @mention &quot;Thank You Economy.&quot; Can't wait for him to crushit this afternoon! sxsw tye,iPad,positive,0.0,1.0,1.0,1.0
3990,3990.0,Josh Clark:  I hate the iPad's back button with the heat of a million suns.  tapworthy SXSW,iPad,negative,0.0,1.0,1.0,0.0
3991,3991.0,Josh Clark's (@mention iPad UI talk is fabulous. Full of objective critiques and insightful suggestions. {link} sxsw,iPad,positive,0.0,1.0,1.0,1.0
3993,3993.0,Join {link} Most friends in ur city @mention end of SXSW wins an iPad 2! C'mon @mention Help our @mention chng the world!,iPad,positive,0.0,1.0,1.0,1.0
3994,3994.0,The hannukah miracle of the morning: uncharged iPhone still at 55% battery sxsw,iPhone,positive,0.0,1.0,1.0,1.0
3997,3997.0,sounds like a job for sxsw RT @mention Some detail about the new Bomb It iPhone App would love some early adopters! {link},iPad or iPhone App,positive,0.0,1.0,1.0,1.0
3998,3998.0,sounds like a job for sxsw Some detail about the new Bomb It iPhone App would love some early ado... {link},iPad or iPhone App,positive,0.0,1.0,1.0,1.0
3999,3999.0,Sounds like Buzz rebranded w/an inner circle  RT @mention Google to Launch New Social Network: &quot;Circles&quot; {link} sxsw,Google,positive,1.0,0.0,1.0,1.0
4003,4003.0,Can't. Take. Hands. Off. iPhone.  Even when it's charging and I have zero juice left. appleaddiction SXSW,iPhone,positive,0.0,1.0,1.0,1.0
4008,4008.0,"Heat Tracker is a cool heatmap iPhone app overlay for Foursquare, but everything is on fire here SXSW",iPad or iPhone App,positive,0.0,1.0,1.0,1.0
4010,4010.0,iPad2 takes over sxsw. The line was already halfway down the block around noon. Craziness (via @mention  {link},iPad,positive,0.0,1.0,1.0,1.0
4011,4011.0,"Google takes the mantra of 'Dont be evil' to heart, yet their pride in their products make them guilty of the 7th deadly sin, Superbia sxsw",Google,negative,1.0,0.0,1.0,0.0
4012,4012.0,Apple marketing is still impressive at SXSW RT@mention {link},Apple,positive,0.0,1.0,1.0,1.0
4014,4014.0,I got turkey! RT @mention Random Apple Fan just bought lunch for everyone in line at SXSW Popup Apple Store ipad2 cc/ @mention,Apple,positive,0.0,1.0,1.0,1.0
4017,4017.0,Really liking the sxsw iPhone app... Thanks for making an event app. that appears to work well!!!,iPad or iPhone App,positive,0.0,1.0,1.0,1.0
4019,4019.0,Survival kit provided to folks in line at the SxSW apple store this morning... Genius!  {link},Apple,positive,0.0,1.0,1.0,1.0
4021,4021.0,"@mention Know about @mention ? Awesome iPad/iPhone app that you'll likely appreciate for its design. Also, they're giving free Ts at SXSW",iPad or iPhone App,positive,0.0,1.0,1.0,1.0
4022,4022.0,playhopskoch is in the apple app store (as well as the android market) getting ready to rock sxsw,iPad or iPhone App,positive,0.0,1.0,1.0,1.0
4026,4026.0,&quot;Desktop publishing saved Apple. Pagemaker was a gift from God.&quot; @mention sxsw,Apple,positive,0.0,1.0,1.0,1.0
4038,4038.0,"Out of all my devices the iPad is the only one that can hang an entire day at sxsw... 37% remaining, the others died hours ago.",iPad,positive,0.0,1.0,1.0,1.0
4040,4040.0,New social network from Google? News abuzz about the launch of GoogleCircles at SXSW,Other Google product or service,positive,1.0,0.0,1.0,1.0
4041,4041.0,New social network may debut at SXSW Google Circles {link} EatDrinkTweet  Not done with you yet!,Other Google product or service,positive,1.0,0.0,1.0,1.0
4042,4042.0,"New Social Network may launch 2day! &quot;Google to Launch Major New Social Network Called Circles, Possibly Today {link} sxswÛ",Other Google product or service,positive,1.0,0.0,1.0,1.0
4043,4043.0,"Msft panel on touch interfaces shows a bunch of tablets, but no iPad sxsw DontBeHatin",iPad,positive,0.0,1.0,1.0,1.0
4047,4047.0,&quot;Will take time for others to catch up to iPad.&quot; @mention tapworthy sxsw,iPad,positive,0.0,1.0,1.0,1.0
4048,4048.0,Super cool that Apple's pop up store for SXSW will be in our office building! {link} @mention SXSWi Austin,Apple,positive,0.0,1.0,1.0,1.0
4051,4051.0,Why is all the prizes at SXSW apple products? Sigh,Apple,negative,0.0,1.0,1.0,0.0
4056,4056.0,Won 2nd place in Fandango karaoke. 1st prize was 1 yr Fandango tkts - useless in Canada. 2nd prize *is* more useful: an iPad! sxsw,iPad,positive,0.0,1.0,1.0,1.0
4060,4060.0,What's a laptop? RT @mention I think I may go iPad only -- no laptop -- today at SXSWi.  Any SXSW (cont) {link},iPad,positive,0.0,1.0,1.0,1.0
4061,4061.0,"At Josh Clark's sxsw session on iPad/tablet development. First note, iPad more of a leisure/planning/restful device. tapworthy webvisions",iPad,positive,0.0,1.0,1.0,1.0
4062,4062.0,@mention Last but not least  get a copy of Stupid Game Plus for your iPhone {link} also for a special sxsw price!,iPad or iPhone App,positive,0.0,1.0,1.0,1.0
4068,4068.0,SO COOL: latest version of google maps mobile has 3D buildings. Not sure if they've mapped Aus to that detail yet ;-) sxsw,Other Google product or service,positive,1.0,0.0,1.0,1.0
4070,4070.0,@mention launching Gowalla 3 for Droid at SxSW - should push 4square and Groupon {link},Android,positive,1.0,0.0,1.0,1.0
4071,4071.0,iPad 2 sold out in all retail stores...except for sxsw pop up store in Austin? igottagetit,iPad,positive,0.0,1.0,1.0,1.0
4072,4072.0,"iPad2 Sold Out, 70% Went to New Buyers - WOW!  {link} via @mention @mention sxsw",iPad,positive,0.0,1.0,1.0,1.0
4075,4075.0,"I just held the new iPad, I have envy, but my baby is still working so well at sxsw.",iPad,positive,0.0,1.0,1.0,1.0
4076,4076.0,"Man, Google *should* launch Circles at SXSW. Talk about striking while the iron is hot. | @mention @mention",Google,positive,1.0,0.0,1.0,1.0
4077,4077.0,"Lovin apple &amp; ipad2
apple austin SXSW",iPad,positive,0.0,1.0,1.0,1.0
4079,4079.0,Cant handle SxSW traffic? RT @mention Dear @mention your own app for iPhone has sucked all day. crashing,iPad or iPhone App,negative,0.0,1.0,1.0,0.0
4080,4080.0,Love Google Analytics! Thanks to the followers at SXSW who took the time to check out my new post!,Other Google product or service,positive,1.0,0.0,1.0,1.0
4082,4082.0,"This double buzzing issue with iPhone iOS 4.3 is getting annoying. In other news, an iPhone may fly across the room at GR2L2 SXSW",iPhone,negative,0.0,1.0,1.0,0.0
4089,4089.0,Chris Poole from 4chan recommends you Google: refrigerator magnet game. Very cute shared experience game. sxswmoot sxsw sxswi,Other Google product or service,positive,1.0,0.0,1.0,1.0
4090,4090.0,"tech Apple heads to SXSW, sets up temporary store in Austin {link}",Apple,positive,0.0,1.0,1.0,1.0
4092,4092.0,&quot;Apple is the most elegant fascist company in America.&quot; flipboard SXSW,Apple,negative,0.0,1.0,1.0,0.0
4094,4094.0,Have Google launched their next social media flop yet? sxsw,Other Google product or service,negative,1.0,0.0,1.0,0.0
4095,4095.0,&quot;Apple likes it if you pay them. That's what Apple likes.&quot; - Barry Diller SXSW (@mention ACC - Ballroom D) [pic]: {link},Apple,negative,0.0,1.0,1.0,0.0
4097,4097.0,That Google Maps for Mobile demonstration just rocked my world. SXSW UOsxsw marissamayer,Other Google product or service,positive,1.0,0.0,1.0,1.0
4098,4098.0,Wow! Google maps for mobile v5 demo at sxsw. Very nice.,Other Google product or service,positive,1.0,0.0,1.0,1.0
4099,4099.0,The google name was built on gettinng stuff out there and trying it with users to see what works. marissagoogle sxsw,Google,positive,1.0,0.0,1.0,1.0
4101,4101.0,tech Apple Opening Pop-Up Store In Austin For SXSW {link},Apple,positive,0.0,1.0,1.0,1.0
4102,4102.0,GSDM Google party is off the hook! SXSW  {link},Google,positive,1.0,0.0,1.0,1.0
4103,4103.0,SXSW Apple picked a great venue to launch the new Ipads.,Apple,positive,0.0,1.0,1.0,1.0
4111,4111.0,"Cool. Apple sets up 5,000 sq. ft. temporary store at SXSW to sell iPad 2's. {link}",Apple,positive,0.0,1.0,1.0,1.0
4113,4113.0,Popup Apple Store opens up for SXSW. Love that this is going to be right in the middle of the action. {link} via @mention,Apple,positive,0.0,1.0,1.0,1.0
4114,4114.0,sxsw apple store run out for the day :( boo apple.,Apple,negative,0.0,1.0,1.0,0.0
4115,4115.0,Japan Apple Stores serve as rallying point after massive quake {link} entry friends house sxsw,Apple,positive,0.0,1.0,1.0,1.0
4116,4116.0,"love google street maps. Getting an idea of where everything is, in relation to the Austin Convention Center. Alamo Drafthouse Cinema sxsw",Other Google product or service,positive,1.0,0.0,1.0,1.0
4121,4121.0,Cool! Apple to open temporary store at SXSW {link} sxsw,Apple,positive,0.0,1.0,1.0,1.0
4122,4122.0,nice! Apple to open pop-up store during sxsw across from my office. {link},Apple,positive,0.0,1.0,1.0,1.0
4125,4125.0,"Dear google, your photobooth sucks. sxsw",Other Google product or service,negative,1.0,0.0,1.0,0.0
4126,4126.0,&quot;Apple: the most elegant fascist corporation in America today.&quot; -- Kara Swisher sxsw flipboard,Apple,negative,0.0,1.0,1.0,0.0
4128,4128.0,This Google/Bing Q&amp;A panel is like the world's most expensive SEO consultation. SXSW,Google,positive,1.0,0.0,1.0,1.0
4129,4129.0,Temp Apple$tore set up for SXSW YAY! {link} Austin tech,Apple,positive,0.0,1.0,1.0,1.0
4131,4131.0,About to learn all about design headaches for iPad sxsw,iPad,negative,0.0,1.0,1.0,0.0
4132,4132.0,Ready to learn! &quot;Designing iPad Interfaces - New Navigation Schemas&quot; SXSW UXDes,iPad,positive,0.0,1.0,1.0,1.0
4133,4133.0,On plane leaving for sxsw.... I have never seen so many apple devices on one plane! ;-),Apple,positive,0.0,1.0,1.0,1.0
4134,4134.0,Google celebrating Pi Day in style at SXSW -  {link},Google,positive,1.0,0.0,1.0,1.0
4135,4135.0,"*Spark selected as a finalist in Team Android Choice awards! If you're in Austin 3/13, please come &amp; support {link} sxsw",Android,positive,1.0,0.0,1.0,1.0
4136,4136.0,Yeah Googlegays! Get your SxSWSex on! @mention Popular Gay Dating App Grindr Now on Android - {link} Grindr SxSW,Android App,positive,1.0,0.0,1.0,1.0
4139,4139.0,"Barry Diller says iPad-only magazines like The Daily don't make sense, {link} sxsw",iPad or iPhone App,negative,0.0,1.0,1.0,0.0
4140,4140.0,Barry Diller says that you're silly if you write content for one form factor only. Apple like it because they get money SXSW,Apple,negative,0.0,1.0,1.0,0.0
4142,4142.0,Barry Diller: I have a truly emotional thing about the iPad. Harlow: iPad2? Diller: &quot;It's better.&quot; sxsw,iPad,positive,0.0,1.0,1.0,1.0
4145,4145.0,Barry Diller's pragmatic and straight forward which is nice. Looks like he wants us to grab pitchforks vs. Apple SXSW,Apple,negative,0.0,1.0,1.0,0.0
4149,4149.0,@mention let's go to the apple store and score an ipad. sxsw widfy,iPad,positive,0.0,1.0,1.0,1.0
4150,4150.0,SXSW Go let's you rate &amp; review sessions (although the experience on the iPhone is a bit torturous).,iPhone,negative,0.0,1.0,1.0,0.0
4151,4151.0,And how clever that the iPad2 comes out the first day of SXSW with a pop up apple store right indoor town Austin. Clever!,iPad,positive,0.0,1.0,1.0,1.0
4152,4152.0,: Aron Pilhofer from The New York Times just endorsed HTML over iPad at the NewsApps sxsw and asked us not to tweet what he actually said!,iPad,positive,0.0,1.0,1.0,1.0
4154,4154.0,"I mean, sliced bread is great. But google bread is going to be revolutionary. sxsw",Google,positive,1.0,0.0,1.0,1.0
4155,4155.0,My sis Julie and I are in a life and death Rockaroke struggle to win her an iPad at the Fandango SXSW party. Hole and Bad Religion so far,iPad,positive,0.0,1.0,1.0,1.0
4156,4156.0,"You want likability of Virgin, trustworthiness of Zappos and product of Apple. @mention pnid sxsw enchantment",Apple,positive,0.0,1.0,1.0,1.0
4157,4157.0,"It looks like a laptop, but it's a dock for the Motorola Atrix, an Android phone from ATT. It is awesome. SXSW {link}",Android,positive,1.0,0.0,1.0,1.0
4160,4160.0,"First in line @mention sxsw @mention store for the ipad2!! (@mention Apple Store, SXSW) [pic]: {link}",Apple,positive,0.0,1.0,1.0,1.0
4167,4167.0,Apple selling iPad 2 at sxsw. California is great at building cult followings. {link},iPad,positive,0.0,1.0,1.0,1.0
4168,4168.0,Who's killing it at chevytweethouse ? @mention - the iPad DJ! sxsw {link},iPad,positive,0.0,1.0,1.0,1.0
4177,4177.0,ipad2 delivery at the pop up @mention store @mention Quite possible! sxsw sxswi {link},iPad,positive,0.0,1.0,1.0,1.0
4178,4178.0,Never realized that there was a story/meaning behind every Google logo. So cool. Loving hearing from the GoogleDoodle Team! gsdm sxsw,Google,positive,1.0,0.0,1.0,1.0
4182,4182.0,iPad 2 will be taking over SXSW. I'm prepared for this to be the most fun weekend of my career.,iPad,positive,0.0,1.0,1.0,1.0
4185,4185.0,Google will eat itself rhizome sxswk sxsw  @mention Hilton {link},Google,negative,1.0,0.0,1.0,0.0
4186,4186.0,Omg.. Still in line for the new iPad n dieing of hunger! sxsw who else is in line?,iPad,positive,0.0,1.0,1.0,1.0
4187,4187.0,Welcome all iPad 2 owners and new used iPad owners. There's room for everyone at this party. SXSW postPC,iPad,positive,0.0,1.0,1.0,1.0
4191,4191.0,"Google will not launch Facebook competitor Circles @mention sxsw today as thought, creeper half-friends the world over disappointed.",Google,negative,1.0,0.0,1.0,0.0
4194,4194.0,"And it will suck. RT @mention RT @mention Google will preview major new social service, Circles, at sxsw today {link}",Other Google product or service,negative,1.0,0.0,1.0,0.0
4195,4195.0,Google will take over the world SXSW (@mention ACC - Ballroom D w/ 97 others) {link},Google,positive,1.0,0.0,1.0,1.0
4196,4196.0,Look at all these people at sxsw with iPad 1's. No shame.,iPad,negative,0.0,1.0,1.0,0.0
4197,4197.0,"I want yall to know Apple built a pop up store in 3 days, only selling the iPad2, wow sxsw {link}",Apple,positive,0.0,1.0,1.0,1.0
4199,4199.0,Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! sxsw,Android App,positive,1.0,0.0,1.0,1.0
4201,4201.0,"Hello, Holler Gram! Come take a look at our new (and first!) iPad app {link} hollergram sxsw",iPad or iPhone App,positive,0.0,1.0,1.0,1.0
4204,4204.0,I realllllllly need to upgrade my phone haha RT @mention 10 iPhone Apps youÛªll Probably Need and Use During SXSW {link},iPad or iPhone App,positive,0.0,1.0,1.0,1.0
4207,4207.0,Had a really good look at IE9 today @mention sxsw and as an Apple fanboy I was very impressed,iPad or iPhone App,positive,0.0,1.0,1.0,1.0
4209,4209.0,"I was really hoping SXSW would bring an Android version of @mention Oh well, maybe someday...a long time from now.",Android App,negative,1.0,0.0,1.0,0.0
4210,4210.0,"Will overload of info delivered by Google kill discovery? Google says ppl won't lose curiosity, but I wonder...We need serendipity. SXSW",Google,negative,1.0,0.0,1.0,0.0
4213,4213.0,Just downloaded the sxsw go app off the android market... let's get ittttt,Android App,positive,1.0,0.0,1.0,1.0
4214,4214.0,Just downloaded the Asddieu app in preparation for sxsw.  Pumped.  You need to check it out  {link} app events networking,iPad or iPhone App,positive,0.0,1.0,1.0,1.0
4218,4218.0,@mention Lol. Here at sxsw Apple have a pop up store. iPad 2's are flying off the shelves. It's a hipster feeding frenzy!,iPad,positive,0.0,1.0,1.0,1.0
4219,4219.0,"Wow very long queue of people at apple pop up store now, some have bought 3 iPads! sxsw@mention RoomNokiaConnects",iPad,positive,0.0,1.0,1.0,1.0
4221,4221.0,@mention Looks like you could get your iPad2 here {link} apple sxsw,iPad,positive,0.0,1.0,1.0,1.0
4224,4224.0,I expect lots of buzz about iPad 2 at sxsw since it comes out tomorrow. But will it support Flash? Maybe so: {link} elonsxsw,iPad,positive,0.0,1.0,1.0,1.0
4225,4225.0,kinda jealous of the ubiquity of ipad's here...sxsw,iPad,positive,0.0,1.0,1.0,1.0
4226,4226.0,"A lot of love for Google APIs in session on visualizing government data @mention sxsw, including My Maps, Maps API, Fusion Tables and Refine.",Other Google product or service,positive,1.0,0.0,1.0,1.0
4227,4227.0,@mention love the ipad2.  Got one at the pop-up Apple Store for sxsw attendees.,iPad,positive,0.0,1.0,1.0,1.0
4228,4228.0,@mention love what y'all do at SXSW. How come I'm getting login authorization error almost every time I open my app on iPhone?,iPad or iPhone App,negative,0.0,1.0,1.0,0.0
4229,4229.0,Apple employee psyches up line at pop up shop at SXSW moments before iPad 2 goes on sale!  {link},Apple,positive,0.0,1.0,1.0,1.0
